#{"t_start": 1771710939.876431, "env_id": "None"}
r,l,t,is_success,distance
-107.787552,100,5398.43839,0.0,1.0958211421966553
-112.075842,100,5434.732249,0.0,1.1243325471878052
-107.591673,100,5470.704618,0.0,1.0755066871643066
-90.555336,100,5506.545184,0.0,0.8230230212211609
-85.056636,100,5543.644254,0.0,0.6967772841453552
-103.827996,100,5581.83904,0.0,1.0440820455551147
-105.416155,100,5619.247106,0.0,1.0648537874221802
-104.201452,100,5657.070813,0.0,1.0412932634353638
-107.04425,100,5694.536397,0.0,1.072869062423706
-115.215585,100,5730.65527,0.0,1.2091132402420044
-105.275589,100,5767.963901,0.0,1.0488481521606445
-111.769505,100,5804.402177,0.0,1.1410287618637085
-113.752107,100,5840.171299,0.0,1.1699304580688477
-81.37372,100,5875.853639,0.0,0.6971309781074524
-77.721882,100,5914.006161,0.0,0.7312877178192139
-93.733608,100,5952.01322,0.0,0.8539162278175354
-95.881261,100,5987.917224,0.0,0.8001101613044739
-88.942397,100,6025.266093,0.0,0.7599292993545532
-85.590918,100,6063.069034,0.0,0.7570475935935974
-104.95829,100,6100.902317,0.0,1.0388034582138062
-103.283789,100,6138.509861,0.0,1.0325212478637695
-105.841703,100,6176.886502,0.0,1.052719235420227
-104.627807,100,6213.227309,0.0,1.026770830154419
-79.150316,100,6251.533994,0.0,0.6598324179649353
-93.980699,100,6290.087655,0.0,0.9212929010391235
-103.812821,100,6325.482939,0.0,1.0512677431106567
-93.906092,100,6364.199664,0.0,0.8362881541252136
-73.378092,100,6401.088796,0.0,0.7033299207687378
-69.278834,100,6439.434396,0.0,0.6094556450843811
-79.386363,100,6478.216228,0.0,0.6449639201164246
-78.564339,100,6516.762516,0.0,0.6306837797164917
-88.526453,100,6555.467547,0.0,0.7988471388816833
-69.387398,100,6593.081916,0.0,0.5957674980163574
-69.970232,100,6631.967646,0.0,0.6547998785972595
-68.847968,100,6670.575628,0.0,0.5872855186462402
-84.205165,100,6709.512357,0.0,0.6804301738739014
-74.32929,100,6748.109154,0.0,0.6302253603935242
-84.777934,100,6786.699101,0.0,0.6922316551208496
-76.295177,100,6824.849459,0.0,0.5885946750640869
-61.42091,100,6866.266442,0.0,0.5284944772720337
-69.588449,100,6905.154455,0.0,0.5954828858375549
-81.406418,100,6943.998038,0.0,0.5924442410469055
-86.804694,100,6982.574995,0.0,0.6708610653877258
-59.964024,100,7022.236854,0.0,0.5319566130638123
-67.271827,100,7061.76725,0.0,0.4814774990081787
-62.963117,100,7100.772603,0.0,0.5150986909866333
-56.907863,100,7143.039503,0.0,0.4847065210342407
-51.426443,100,7189.78076,0.0,0.44734618067741394
-54.290288,100,7235.227432,0.0,0.43542367219924927
-67.748746,100,7277.606302,0.0,0.4307437539100647
-52.733067,100,7323.783243,0.0,0.4278508424758911
-58.101087,100,7369.567323,0.0,0.4538639783859253
-56.771569,100,7415.271932,0.0,0.42208734154701233
-52.682933,100,7455.273371,0.0,0.43017885088920593
-55.027954,100,7495.138116,0.0,0.4341293275356293
-58.690328,100,7540.037408,0.0,0.428845077753067
-51.303655,100,7586.078025,0.0,0.4259234666824341
-54.277733,100,7632.989545,0.0,0.46002885699272156
-53.563646,100,7672.962415,0.0,0.43344366550445557
-50.283825,100,7720.929278,0.0,0.42203184962272644
-50.898877,100,7768.630598,0.0,0.43489935994148254
-52.087685,100,7815.922157,0.0,0.4313145577907562
